协心戮力 道合志同 同心合胆 身在曹营心在汉 百虑攒心
深情厚谊 深情厚意 义结金兰 和睦相处 相差无几
大错特错 护过饰非 不值一驳 昭德塞违 直认不讳
缄口无言 钳口不言 缄口不言 杜口无言 闭口不言
书香世家 书香人家 书香门户 书香门第 小康之家
山河易改，本性难移 转嗔为喜 日以为常 放荡形骸 好为事端
彼众我寡 兵强则灭 千金用兵，百金求间 必争之地 国富兵强
避毁就誉 自我解嘲 避瓜防李 避人耳目 避李嫌瓜
雨蓑风笠 雨蓑烟笠 雨笠烟蓑 白龙鱼服 载沉载浮
一而二，二而一 一模一样 异名同实 貌离神合 名同实异
殚谋戮力 竭力虔心 痛剿穷迫 用心竭力 竭尽全力
谷马砺兵 发宪布令 敌力角气 讴功颂德 卑以自牧
同出一辙 权均力齐 一毫不差 合二为一 言不二价
兼包并容 函盖充周 四方八面 全知全能 全智全能
嘁嘁喳喳 赔身下气 惨然不乐 目目相觑 以口问心
鸿案鹿车 伉俪情深 和睦相处 白头相守 内助之贤
利齿能牙 心巧嘴乖 曲尽奇妙 巧言利口 运用自如
漠不关心 原封未动 无偏无陂 心不由意 矢志不渝
无颜落色 惊惶失色 惊慌失色 黄干黑廲 恶言厉色
章决句断 不落俗套 原封未动 言之有理 言之有礼
谋臣猛将 熊罴之士 英雄辈出 宏材大略 渊谋远略
诲奸导淫 文奸济恶 稔恶藏奸 作奸犯罪 为非作恶
豕窜狼逋 鼠窜狼奔 仓皇无措 东滚西爬 狐奔鼠窜
没世不渝 千生万劫 极寿无疆 长生不死 漫无止境
鹰拿雁捉 风驰电击 连三跨五 如狼如虎 一日万里
有问必答 户告人晓 急公好义 毁家纾国 无言可对
明辨是非 芟繁就简 明明白白 白黑分明 扫除天下
一清二楚 丁一确二 众目昭彰 分星擘两 嘴清舌白
暮云春树 春树暮云 落月屋梁 驿使梅花 驿路梅花
有隙可乘 过而能改 出谋献策 运智铺谋 运计铺谋
瞒天昧地 一隅之说 一字褒贬 心口不一 瞒天瞒地
月晕础润 塔尖上功德 企踵可待 十之八九 马到成功
日迈月征 连日继夜 连日连夜 日月逾迈 日征月迈
永劫沉轮 不复堪命 心灰意冷 流落失所 魂摇魄乱
重气徇命 重气猣名 不挑之祖 青钱学士 一代风流
没精打彩 萎糜不振 凤狂龙躁 失魂荡魄 心上心下
背义负恩 负恩背义 负恩忘义 背义负信 逆道乱常
天上石麟 天上麒麟 翩翩公子 遗风余采 膏腴子弟
竭力虔心 精诚团结 孜孜不怠 孜孜不懈 孜孜无怠
朴实无华 朴素无华 玩故习常 应变无方 练达老成
艰难曲折 山遥水远 创业维艰 难乎为继 难以为继
杜口绝言 沾沾自满 沾沾自好 吊胆惊心 流口常谈
金瓶落井 秤锤落井 人财两失 人财两空 还珠返璧
经邦论道 鼎鼐调和 持衡拥璇 安国宁家 纬武经文
鸡鸣戒旦 早出晚归 旰食宵衣 红日三竿 淡妆轻抹
乃我困汝 负德辜恩 大败亏轮 文过遂非 害人不浅
稔恶不悛 为恶不悛 造恶不悛 长恶靡悛 长恶不悛
忑忑忐忐 黯然伤神 急痛攻心 忐忑不定 忧心悄悄
急人之难 急人之困 救难解危 舍己为人 临别赠言
来处不易 径情直行 转败为胜 一决胜负 无往不克
目食耳视 耳视目食 耳食之谈 耳听八方 耳食之言
目瞪口呆 目瞪舌挢 目瞪口僵 目瞪口结 目怔口呆
方兴未已 方滋未艾 间不容缓 形势逼人 聊胜一筹
冲冠发怒 冲冠怒发 心低意沮 嚼腭搥床 怨气满腹
一溜烟 翘足而待 望其肩项 击电奔星 大步流星
章决句断 修辞立诚 明辨是非 秉节持重 词严义密
良时美景 良辰媚景 爽心悦目 良宵好景 美景良辰
攘来熙往 熙来攘往 马如流水 摩肩擦踵 马如游龙
革旧图新 弃故揽新 除旧更新 铸新淘旧 破旧立新
肥甘轻暖 足衣足食 裘马清狂 家道从容 暖衣饱食
生花之笔 生花妙笔 龙翰凤翼 龙翰凤雏 脱颖囊锥
挹彼注兹 血流如注 揽权纳贿 大雨如注 振臂一呼
谠论侃侃 虚己以听 直言勿讳 直言无隐 谠言嘉论
才高行洁 闳识孤怀 慧心妙舌 雪操冰心 宏才大略
识文谈字 一语双关 以文害辞 拆白道字 字里行间
贝阙珠宫 珠宫贝阙 桂殿兰宫 奇珍异玩 异木奇花
婀娜多姿 娉婷袅娜 袅袅亭亭 千娇百媚 妍姿艳质
步履维艰 老迈龙钟 浮迹浪踪 拉拉杂杂 计穷途拙
举止失措 无所措手足 不禁不由 惊慌失措 惊惶失措
四海波静 千里同风 梧凤之鸣 风云不测 一路风清
别具一格 自成一格 聊备一格 清新俊逸 拿腔作调
幡然悔悟 閒今铸古 洞鉴古今 憬然有悟 极往知来
神飞气扬 丰神异彩 龙腾虎啸 激昂慷慨 神完气足
惶恐不安 惶惶不安 忐忑不定 忑忑忐忐 忐忑不安
放意肆志 恣情纵欲 恣心纵欲 横无忌惮 肆行无忌
稳操胜券 克敌制胜 稳操胜算 十捉九着 十拿九稳
心甘情原 完好无缺 一模一样 十全十美 一般无二
贯斗双龙 食辨劳薪 圭璋特达 拿云捉月 龙翰凤雏
自我解嘲 避毁就誉 话长说短 避李嫌瓜 虚己受人
析律贰端 舞文玩法 析律舞文 深文周内 罗织罪名
鸡犬不闻 冷眼相待 身后萧条 星星落落 没精打彩
陆离斑驳 眼开眉展 眼笑眉飞 喜溢眉梢 满脸春风
同德协力 一心一德 一心同归 同心并力 同心合力
生拖死拽 生拉硬扯 横拖倒拽 牵丝攀藤 横拖竖拉
杳无信息 音信杳无 杳无音信 无可奉告 久悬不决
稔恶不悛 长恶不悛 长恶靡悛 造恶不悛 终天之恨
嚎天喊地 鬼哭神嚎 神号鬼哭 鬼哭狼嚎 嚎天动地
背本就末 离经叛道 亲离众叛 众叛亲离 避迹违心
成群结伙 十口相传 分工合作 汲汲忙忙 压肩叠背
自我表现 评功摆好 随才器使 扬长避短 各取所长
千辛万苦 万苦千辛 排除万难 久历风尘 艰难曲折
才华超众 生花妙笔 生花之笔 囊锥露颖 脱颖囊锥
东方千骑 天生尤物 金屋娇娘 三星在天 碧鬟红袖
风雷火炮 乱七八糟 热锅上的蚂蚁 心浮气躁 顾头不顾尾
合情合理 反经合义 绳墨之言 言之有礼 言之有理
百死一生 十死一生 羊落虎口 命若悬丝 十死九活
兴邦立国 马上功成 精忠报国 尽忠报国 相忍为国
铁狱铜笼 以杀去杀 以杀止杀 闭境自守 赭衣塞路
同德协力 一心一德 同心合力 同心并力 一心同归
通风报讯 瞰瑕伺隙 相持不下 通风讨信 走漏天机
过而能改 挢枉过正 大错特错 挢抂过正 护过饰非
智穷才尽 智尽能索 力屈计穷 竭智尽力 极智穷思
器宇轩昂 气宇轩昂 精神百倍 汪洋自恣 凤骨龙姿
囊匣如洗 身无分文 步雪履穿 上无片瓦，下无卓锥 身后萧条
虚舟飘瓦 泥车瓦马 陈谷子烂芝麻 语言无味 闲言赘语
虚己以听 碰钉子 拳拳盛意 倾抱写诚 九牛拉不转
铜心铁胆 咬定牙关 九牛拉不转 勇猛果敢 破釜沉舟
神怡心旷 恢宏大度 爽心豁目 心旷神恬 心怡神旷
解发佯狂 舍旧谋新 移有足无 断墨残楮 不事边幅
临别赠言 旁指曲谕 诱掖奖劝 砺世磨钝 施命发号
重起炉灶 小屈大申 百折不移 重兴旗鼓 摧刚为柔
一廉如水 清廉正直 一清如水 却金暮夜 臣心如水
相因相生 相生相成 音相应 相克相济 通同一气
横蛮无理 蛮横无理 蛮不讲理 出言无状 破口大骂
超然不群 轻世傲物 独清独醒 轻世肆志 超然自逸
继绝存亡 兴灭继绝 败国亡家 败国丧家 兴微继绝
遁天妄行 违天逆理 违天悖理 违天害理 蔑伦悖理
斗唇合舌 利齿能牙 心巧嘴乖 以言取人 巧言利口
化及豚鱼 河门海口 经纬万端 盲人说象 家至户晓
旧地重游 抛乡离井 还原反本 钓游之地 还淳返朴
百花争艳 逞娇呈美 异木奇花 奇葩异卉 奇光异彩
孤行一意 孤行己见 孤行己意 言听谋决 言从计纳
安土重旧 安于现状 违乡负俗 安土重迁 千岁鹤归
从头彻尾 有始有卒 守先待后 先来后到 不易之典
井井有方 有条不紊 有头有脑 有条有理 三头两绪
民心不壹 左右两难 艰难曲折 貌合心离 情深意重
不堪造就 力不能支 当断不断 力有未逮 格于成例
有家难奔 千辛万苦 万苦千辛 不習水土 久历风尘
兰心蕙性 雍容大度 温文儒雅 鹄峙鸾停 雍荣华贵
竹篱茅舍 蓬门筚户 茅屋采椽 仅容旋马 织楚成门
心口相应 口是心非 异口同声 口角风情 众口一词
安土乐业 超然自逸 优游自若 恬淡无欲 安常履顺
巷议街谈 前街后巷 长街短巷 巷尾街头 街头巷尾
和蔼近人 和蔼可亲 沉厚寡言 沉重寡言 心直嘴快
一室生春 怡然自若 欢聚一堂 烘堂大笑 轰堂大笑
拔树撼山 力可拔山 荡海拔山 一呼百应 重山峻岭
爱不忍释 心乡往之 心向往之 情深意重 经久不息
一秉大公 推诚布公 天人共鉴 大中至正 公是公非
见仁见智 见智见仁 和而不唱 囿于成见 一得之愚
一高二低 营营逐逐 欧风美雨 瓜分鼎峙 暮楚朝秦
不愧下学 不耻下问 屈高就下 降尊临卑 人微言轻
造次颠沛 穷困潦倒 流离颠沛 囊匣如洗 生民涂炭
铸剑为犁 卖犊买刀 铸甲销戈 韬戈卷甲 倒置干戈
高斋学士 十夫榪椎 十室容贤 七相五公 十死不问
怒气冲冲 雷嗔电怒 感慨激昂 咆哮如雷 青丝白马
柔远镇迩 消愁解闷 排忧解难 济世安人 斋心涤虑
视日如年 福不盈眦 日久岁长 昙花一现 旷日长久
铜心铁胆 铁面枪牙 咬定牙关 不拔之志 钢浇铁铸
大张声势 人多势众 游光扬声 成名成家 养威蓄锐
刑期无刑 不教而杀 不教而诛 不可教训 坏法乱纪
有例可援 条条框框 学以致用 违条犯法 井井有法
冥昭瞢闇 没颠没倒 不欺闇室 恍恍荡荡 进退狼狈
诲人不惓 诲人不倦 谆谆善诱 教导有方 逊志时敏
燕市悲歌 暮云春树 春树暮云 驿使梅花 驿路梅花
蒙混过关 马腹逃鞭 以一警百 百般刁难 罚一劝百
负义忘恩 忘情负义 负德辜恩 忘恩失义 忘恩背义
行不履危 闭门扫轨 不容置喙 杜门不出 格于成例
久历风尘 千辛万苦 万苦千辛 艰难曲折 大败亏轮
露马脚 河门海口 庐山真面目 千真万确 以古喻今
艰难困苦 如蹈水火 狼艰狈蹶 若涉渊水 十生九死
三百六十行 三十六行 九行八业 三街六市 三街两市
枝布叶分 旁搜博采 广土众民 分朋引类 千汇万状
铁板铜弦 龙章秀骨 悲歌易水 生动活泼 龙飞虎跳
深得人心 取信于民 万流景仰 博采众议 知名当世
宽以待人 平心易气 违强陵弱 事宽则圆 不忙不暴
不得已而为之 无可奈何 亡可奈何 无如之奈 无可无不可
椎胸顿足 咄咄书空 没精打彩 垂头铩羽 垂头塌翅
乐在其中 自得其乐 有所作为 饶有风趣 畅所欲为
进退中绳 进退应矩 进退有常 进退有节 进退有度
负俗之累 曲学阿世 违时绝俗 冷嘲热骂 与世俯仰
出言有章 章决句断 正色敢言 明辨是非 侃侃而言
形色仓皇 喘息未定 张慌失措 孳孳汲汲 孜孜汲汲
触目崩心 额蹙心痛 捶胸跌脚 捶胸顿脚 捶胸跌足
晓以大义 通元识微 晓以利害 显微阐幽 阐幽明微
挂席为门 置锥之地 立锥之地 七满八平 立足之地
干端坤倪 天授地设 天生天化 乾端坤倪 河清社鸣
不偏不党 应变无方 横无忌惮 畅行无阻 畅通无阻
兰质薰心 兰质熏心 温文儒雅 柔情侠骨 闻融敦厚
急功近名 争名夺利 求名夺利 违利赴名 决命争首
鸾飞凤舞 太平盛世 民富国强 国富民安 松茂竹苞
出头露面 头面人物 高自标置 居轴处中 声价十倍
出谋献策 挑么挑六 坐失良机 饰非遂过 推本溯源
椎胸顿足 嗒然若丧 咄咄书空 叩心泣血 椎天抢地
雷奔云谲 壮气凌云 舞凤飞龙 鹊返鸾回 惊才风逸
一日千丈 风行电照 风行电击 悬崖转石 火然泉达
各自为战 各就各位 各取所需 权均力齐 蜂房蚁穴
河倾月落 河斜月落 月落星沉 浮光跃金 移日卜夜
无以复加 至高无上 事不有余 力有未逮 去甚去泰
东征西讨 钩深图远 兵贵先声 追亡逐北 追奔逐北
剥皮抽筋 恶声恶气 血风肉雨 狼猛蜂毒 虎狼之势
摇席破座 变躬迁席 雕盘绮食 尽欢而散 杯茗之敬
分厘毫丝 分寸之末 吹毛数睫 毛发丝粟 鸡头鱼刺
自讨苦吃 无事生非 自诒伊戚 苦中作乐 惹祸招灾
避祸求福 拜鬼求神 趋吉避凶 求福禳灾 承天之佑
争权夺利 渔人得利 争名夺利 招是搬非 惹事生非
旁搜博采 千汇万状 广土众民 兼收并采 布天盖地
倒峡泻河 气宇轩昂 器宇轩昂 汪洋自恣 虎体熊腰
久历风尘 千辛万苦 万苦千辛 饱经忧患 艰难曲折
倚傍门户 拉帮结派 分朋引类 云次鳞集 诱掖奖劝
平步登天 声誉鹊起 青霄直上 腾空而起 一岁三迁
春暖花香 春和景明 春色满园 红情绿意 春暖花开
千汇万状 千变万状 屋下架屋 人满为患 五合六聚
分进合击 以攻为守 里外夹攻 内外夹攻 指南攻北
流落江湖 流离颠痜 流离颠顿 孤苦零丁 狼艰狈蹶
自愧弗如 攻瑕索垢 学然后知不足，教然后知困 以人为镜 贵人贱己
大张其词 大肆宣传 张大其词 扬厉铺张 溢美之言
心巧嘴乖 应变无方 权时制宜 谋臣猛将 宏才大略
余韵流风 炳若日星 不废江河 取精用宏 百世流芬
丰功厚利 圣神文武 丘山之功 丰功盛烈 来处不易
龙骧凤矫 龙翔凤舞 凤翥龙翔 凤翥龙蟠 龙跳虎伏
言行相顾 并行不悖 言不顾行 言不逮意 去甚去泰
相克相济 相生相成 相因相生 通同一气 貌合心离
自我作故 自我作古 妙绝时人 倩人捉刀 遗声坠绪
国富兵强 物阜民康 发财致富 民富国强 太平盛世
极寿无疆 长生不死 矢志不渝 终始不渝 青山不老
诱掖奖劝 造端倡始 欲扬先抑 同心合力 同心并力
以卵敌石 卵与石斗 以石投卵 以卵击石 以卵投石
自救不暇 泥菩萨过江 孤立寡与 束手就困 振穷恤寡
席上之珍 贤身贵体 宝马香车 香车宝马 杨生黄雀
云消雨散 事往日迁 时移世异 事过景迁 既成事实
天凝地闭 寒风侵肌 天寒地冻 冰天雪窖 鸟啼花落
砌词捏控 矫情饰诈 造言生事 罗织罪名 造言捏词
去粗取精 澄沙汰砾 饰垢掩疵 根连株拔 删繁就简
矢志不移 誓死不渝 发奋图强 指日誓心 如原以偿
凿坏以遁 散带衡门 枕流漱石 枕石漱流 漱石枕流
才识过人 才高识远 博学多才 逸群之才 又红又专
惟妙惟肖 绘声绘影 绘影绘声 惟肖惟妙 绘声绘色
兴致索然 无情无绪 兴味索然 百无聊赖 冷酷无情
钻山塞海 累足成步 久经风霜 菱角磨作鸡头 压雪求油
宾客盈门 十口相传 星月交辉 宾客如云 成群结伙
谋财害命 取巧图便 争权夺利 图财害命 乘机打劫
一拥而入 麇至沓来 一坐尽惊 言出祸从 一拥而上
十全十美 不差毫厘 分毫不爽 不爽毫发 一毫不差
两小无猜 情投意忺 情投谊合 巨细无遗 无际可寻
救难解危 赈贫贷乏 振穷恤寡 救饥拯溺 积谷防饥
瑶林琼树 兰质蕙心 鱼沉雁落 杏脸桃腮 花颜月貌
不约而同 不谋同辞 有约在先 两相情原 名同实异
改名换姓 变名易姓 革图易虑 变心易虑 天工人代
积习难除 积重不反 积重不返 积重难反 积习难改
发奋图强 革旧图新 反复推敲 果行育德 变心易虑
以人为镜 以往鉴来 前事不忘，后事之师 失败为成功之母 知往鉴今
进退荣辱 出幽迁乔 成败兴废 盛衰荣辱 出处进退
狗屁不通 言行相悖 言不顾行 横蛮无理 蛮横无理
松茂竹苞 泰山盘石 泰山磐石 地上天官 铁桶江山
不足为意 直抒己见 旁枝末节 略迹论心 谓予不信
反戈一击 解甲倒戈 前徒倒戈 打击报复 以攻为守
苦口逆耳 口尚乳臭 臭不可闻 乳臭未干 厚味腊毒
照章办事 奉公如法 洁己奉公 正身明法 干干翼翼
帡天极地 整本大套 四面八方 前因后果 九行八业
声势浩大 天摇地动 叱嗟风云 拔山举鼎 威望素着
胆丧魂惊 胆丧魂消 惊神破胆 失魂丧胆 毛骨竦然
马如游龙 马如流水 车马骈阗 挨山塞海 流水游龙
养家活口 积谷防饥 当家立计 强食自爱 惜老怜贫
如虎添翼 腾空而起 鹰扬虎视 沙鸥翔集 龙腾虎跃
善眉善眼 枭心鹤貌 慈眉善目 狗心狗行 笑面虎
没齿不忘 没齿难忘 没世不忘 永志不忘 没世难忘
怒目而视 直眉怒目 横眉竖眼 恶声恶气 咆哮如雷
心如悬旌 神不附体 失张失致 失张失志 七上八落
移风振俗 移风平俗 救时厉俗 匡谬正俗 改政移风
炯炯有神 斯斯文文 凤叹虎视 精彩逼人 鹄峙鸾停
照章办事 看景生情 稳步前进 践规踏矩 逐机应变
慈明无双 二惠竞爽 四海之内皆兄弟 跗萼连晖 跗萼联芳
拈轻怕重 避重逐轻 碌碌无奇 避重就轻 简要不烦
与狐谋皮 百般折磨 血流成河 杀人如草 奸掳烧杀
春暖花香 山清水秀 莺飞草长 柳宠花迷 风光旖旎
去甚去泰 长话短说 事不宜迟 言高语低 词严义密
黯然伤神 额蹙心痛 破烂流丢 黄干黑廲 张眉张眼
无敌天下 力均势敌 势钧力敌 两败俱伤 权均力齐
学而时习之 十年读书 砥志研思 好学不倦 多文为富
