情投意忺 情投谊合 协心戮力 协心同力 道合志同
岳岳磊磊 龙蟠虎伏 龙骧虎踤 鹤立鸡群 卓立鸡群
忍无可忍 废书而叹 事过情迁 心慵意懒 败兴而归
无理取闹 寻事生非 招是生非 招事惹非 招是惹非
发奋图强 矢志不移 雄心壮志 畅所欲为 有志者事竟成
为恶不悛 身名俱灭 求全之毁 固执己见 矢口抵赖
比物属事 比物丑类 连类比事 连类比物 比物连类
逐末舍本 逐末弃本 逐末忘本 搜根剔齿 略迹论心
话长说短 举止言谈 察言观行 言谈举止 以貌取人
犊牧采薪 景入桑榆 钟漏并歇 幺豚暮鹨 老迈龙钟
一星半点 一些半些 不可多得 一分一毫 一个半个
相差无几 不差上下 大同小异 小异大同 十有八九
以口问心 以心问心 巴前算后 霞思云想 焦思苦虑
积德累善 大发慈悲 广结良缘 赏善罚恶 积善成德
俭以养德 俭可养廉 俭以养廉 谨身节用 退食自公
极往知来 观往知来 知往鉴今 知来藏往 以一知万
情投谊合 情投意忺 义气相投 融洽无间 成双作对
骚情赋骨 舂容大雅 凤叹虎视 骚人雅士 骚人墨士
敦本务实 学以致用 洞鉴古今 力学笃行 美言不信
入地无门 计穷途拙 走投没路 上天无路，入地无门 道尽涂穷
鼻头出火 鼻端出火 热血沸腾 踔厉奋发 壮发冲冠
计功行赏 照功行赏 班功行赏 论功行赏 论功封赏
开眉展眼 满脸春风 喜气洋洋 喜行于色 满脸春色
代代相传 后继有人 千生万劫 继继存存 继继绳绳
鹄峙鸾停 斯斯文文 雍容闲雅 眉目如画 雍容雅步
托物寓感 托物寓兴 情深一往 秋水伊人 托物感怀
击其不意 先下手为强 愤不顾身 一哄而起 风驰电击
卖公营私 营私罔利 自私自利 一己之私 借公行私
稀奇古怪 邈若河汉 恢恑憰怪 殊形诡状 佹形僪状
逢机遘会 适当其时 适逢其时 遭遇际会 遭逢会遇
识明智审 聪明智慧 渊图远算 多谋善断 熟思审处
遮掩耳目 遮人眼目 潜形匿迹 闻雷失箸 窜端匿迹
确乎不拔 确固不拔 心如铁石 心如金石 心如坚石
目下十行 五行俱下 十行俱下 一目五行 一目数行
卤莽灭裂 草率将事 草率从事 肤皮潦草 浮皮潦草
胸有悬镜 通幽洞微 远见卓识 老成见到 通幽洞冥
慎重其事 一毫不苟 竭力虔心 郑重其辞 孜孜以求
雕盘绮食 炰鳖脍鲤 炮龙烹凤 奇珍异宝 异宝奇珍
秉公任直 直内方外 公正廉明 守正不桡 正大光明
攒零合整 聚少成多 渊渟泽汇 累土聚沙 众毛攒裘
忘年之交 旧雨新知 忘年之好 忘年之契 忘年交
矢口抵赖 矢口否认 顽固不化 不屑教诲 怙过不悛
闭口不言 杜口无言 缄口无言 缄口不言 钳口吞舌
书香门户 书香人家 书香世家 书香门第 世代书香
嗜杀成性 豺狼成性 积习难改 肆虐横行 逞凶肆虐
彼众我寡 百万雄师 以弱胜强 势钧力敌 敌众我寡
避瓜防李 三复白圭 避李嫌瓜 违强陵弱 忧谗畏讥
雨蓑烟笠 雨蓑风笠 雨笠烟蓑 绿蓑青笠 青鞋布袜
一而二，二而一 一模一样 貌离神合 一般无二 异名同实
千方百计 百计千方 钻洞觅缝 钻天觅缝 殚谋戮力
谷马砺兵 束兵秣马 奉命惟谨 清身洁己 被坚执锐
一般无二 若合符节 同出一辙 一毫不差 一模一样
兼包并容 函盖充周 兼容并包 色色俱全 满打满算
默默无言 目目相觑 缄口无言 闭口不言 不言不语
白首相庄 琴瑟之好 鸿案鹿车 和如琴瑟 百年好合
曲尽奇妙 巧言利口 言语妙天下 心巧嘴乖 一字连城
漠不关心 淡而不厌 漠不相关 冷酷无情 不足轻重
无颜落色 惊惶失色 惊慌失色 急痛攻心 黄干黑廲
蛇化为龙，不变其文 原封未动 恪守不渝 践规踏矩 正经八百
谋臣武将 谋臣猛将 智勇双全 骁勇善战 有勇知方
党邪陷正 谋图不轨 诲奸导淫 文奸济恶 狐媚魇道
豕窜狼逋 弃甲曳兵 曳兵弃甲 弃甲丢盔 鼠窜狼奔
长生不死 长春不老 长生不老 没世不渝 漫无止境
鹰拿雁捉 风行电照 一日万里 十万火速 连三跨五
有问必答 无言可对 答非所问 何所不有 何所不为
指皂为白 指皁为白 混淆黑白 豁然确斯 白黑分明
一清二楚 丁一确二 了了可见 了然于胸 历历可见
落月屋梁 云树之思 久别重逢 暮云春树 春树暮云
有隙可乘 有蠙可乘 有机可乘 将计就计 将机就计
滑头滑脑 猪卑狗险 撒诈捣虚 油头滑脸 虚词诡说
见世生苗 鱼升龙门 鱼跃龙门 累足成步 马到功成
日迈月征 露往霜来 日征月迈 日来月往 整年累月
遗臭万载 遗臭千年 遗臭千秋 遗臭万代 遗臭万世
重气猣名 重气徇命 敬老尊贤 慕名而来 礼贤下士
没精打彩 失魂荡魄 萎糜不振 凤狂龙躁 心上心下
忘恩背义 忘恩失义 背义负恩 辜恩负义 背义负信
天上石麟 天上麒麟 虎生三子，必有一彪 翩翩公子 文章宗工
竭力虔心 全力以赴 尽力而为 目注心营 全心全意
爱素好古 朴实无华 朴素无华 反朴还淳 重厚少文
七高八低 攀藤附葛 爬山涉水 东踅西倒 坎坷不平
神情自若 娓娓而谈 张嘴挢舌 无以塞责 直口无言
秤锤落井 金瓶落井 弃家荡产 水净鹅飞 人财两空
经邦论道 鼎鼐调和 安国宁家 经国之才 抚世酬物
未明求衣 旰食宵衣 早出暮归 早出晚归 起早贪黑
乃我困汝 负德辜恩 害人不浅 自贻伊咎 大败亏轮
稔恶不悛 造恶不悛 为恶不悛 长恶靡悛 长恶不悛
悒悒不乐 黯然伤神 忑忑忐忐 忧心悄悄 郁郁累累
扶危救困 救困扶危 救难解危 济苦怜贫 周穷恤匮
反败为胜 有志竟成 乘利席胜 转败为胜 有志者事竟成
目食耳视 耳视目食 东西易面 撑岸就船 扭曲作直
目瞪口呆 捻神捻鬼 低头耷脑 局地钥天 目定口呆
竿头直上 火然泉达 悬崖转石 势不可挡 一日千丈
嚼腭搥床 切齿痛恨 怨气满腹 刺心切骨 三尸暴跳
脚不沾地 脚不点地 快步流星 大步流星 举步生风
字顺文从 章决句断 修辞立诚 雕章琢句 刻章琢句
爽心悦目 秋月春风 好天良夜 良时美景 良辰媚景
攘来熙往 熙来攘往 攘往熙来 挨肩迭背 挨肩叠背
革旧图新 舍旧谋新 弃故揽新 避俗趋新 铸新淘旧
肥甘轻暖 暖衣饱食 足衣足食 裘马清狂 家道从容
锦心绣肠 贯斗双龙 生花妙笔 生花之笔 圭璋特达
挹彼注兹 血流如注 挹彼注此 掇菁撷华 大雨如注
直言无隐 直言勿讳 直抒己见 谠论侃侃 直言无讳
才高行洁 别具慧眼 聪明智慧 慧心妙舌 材茂行洁
言简意深 语简意赅 言约旨远 言简义丰 简要不烦
桂殿兰宫 珠宫贝阙 贝阙珠宫 珠窗网户 渊涓蠖瀋
婀娜多姿 柔情绰态 千娇百媚 袅袅亭亭 娉婷婀娜
步履维艰 东踅西倒 老迈龙钟 寸步难移 寸步难行
游移不定 无所措手足 无所错手足 首尾两端 手足无措
四海波静 千里同风 海不扬波 一路风清 尧年舜日
别具一格 清新俊逸 两般三样 与众不同 自成一格
幡然悔悟 一反常态 面目一新 了然于胸 翻然悔悟
神飞气扬 激昂慷慨 壮气凌云 精力充沛 神完气足
忐忑不安 惶惶不安 惶恐不安 忐忑不定 忑忑忐忐
恣情纵欲 放意肆志 恣心纵欲 横无忌惮 极情纵欲
稳操胜券 稳操胜算 以一持万 克敌制胜 必操胜券
心甘情原 深信不疑 甘心情原 十全十美 不爽毫发
贯斗双龙 龙翰凤雏 龙翰凤翼 材雄德茂 拿云捉月
自我解嘲 避瓜防李 避李嫌瓜 不露神色 不足为外人道
析律贰端 析律舞文 析言破律 深文周内 罗织罪名
门堪罗雀 门可张罗 吕安题凤 雨井烟垣 关门闭户
满脸春风 满脸春色 弯腰捧腹 莞尔而笑 载欢载笑
同德协力 一心同归 一心一德 同心并力 同心合力
生拖死拽 横拖倒拽 横拖竖拉 生拉硬扯 打鸭子上架
杳无信息 音信杳无 杳无音讯 杳无音信 杳无音耗
稔恶不悛 造恶不悛 为恶不悛 遗恨终天 遗臭万载
嚎天喊地 嚎天动地 抱头痛哭 鬼哭狼嚎 大放悲声
背本就末 离经叛道 高飞远走 避迹违心 脱缰之马
分工合作 蜂拥而上 劳民动众 云屯星聚 云屯雨集
逊志时敏 尽其所长 各取所长 勤学苦练 随才器使
万苦千辛 千辛万苦 艰难曲折 排除万难 饱经忧患
才夸八斗 逞异夸能 才华超众 自我表现 囊锥露颖
东方千骑 三星在天 三星在户 迎新弃旧 郎才女貌
风雷火炮 操之过蹙 风风火火 心浮气躁 搓手顿脚
反经合义 反经合道 入情入理 违时绝俗 逆道乱常
百死一生 命若悬丝 十死一生 羊落虎口 幕燕鼎鱼
马上功成 马上得天下 积功兴业 揆文奋武 纬武经文
铁狱铜笼 铁窗风味 闭境自守 饿虎之蹊 刀山火海
一心一德 一心同归 同心并力 同心合力 同德协力
争锋吃醋 互剥痛疮 飞谋钓谤 朋比作奸 同恶相求
挢枉过正 后悔无及 后悔不及 救过不赡 过而能改
智穷才尽 智尽能索 力屈计穷 知尽能索 计尽力穷
器宇轩昂 气宇轩昂 精神百倍 轩昂气宇 汪洋自恣
囊匣如洗 身无分文 赤贫如洗 冷窗冻壁 清贫如洗
累瓦结绳 泥车瓦马 虚舟飘瓦 屈谷巨瓠 腹背之毛
赌咒发誓 虚己以听 九牛拉不转 剖肝沥胆 推诚接物
铜心铁胆 九牛拉不转 咬定牙关 励志竭精 不拔之志
神怡心旷 心旷神恬 心旷神愉 心怡神旷 恢宏大度
里出外进 错落不齐 遗簪坠珥 举一废百 毁冠裂裳
旁指曲谕 旁推侧引 打边鼓 请将不如激将 广譬曲谕
重起炉灶 小屈大申 重振旗鼓 转败为功 转败为成
一廉如水 清廉正直 却金暮夜 材茂行洁 素丝羔羊
表里相依 相与为一 相因相生 以胶投漆 河同水密
出言无状 出口伤人 言高语低 恶语相加 破口大骂
志高气扬 简傲绝俗 磊落不凡 自视甚高 超然不群
继绝存亡 存亡继绝 存亡续绝 兴邦立国 兴微继绝
违天悖人 重逆无道 遁天妄行 逆天暴物 蔑伦悖理
利齿能牙 心巧嘴乖 能言快语 灵牙利齿 谈论风生
陶熔鼓铸 告往知来 托物陈喻 有鼻子有眼 讨类知原
旧地重游 抛乡离井 钓游之地 马首欲东 归去来兮
百花争艳 逞娇呈美 露红烟紫 异木奇花 鲜艳夺目
随俗沉浮 侏儒观戏 以意为之 心活面软 耳软心活
安土重旧 千岁鹤归 代马望北 未能免俗 安故重迁
先来后到 稳步前进 从头彻尾 登高自卑 代代相传
有头有脑 整本大套 井井有方 有板有眼 一板一眼
人心隔肚皮 令人莫测 人心难测 人心莫测 云翻雨覆
不堪造就 无背无侧 力有未逮 不胜其任 时运不济
有家难奔 造次颠沛 流落他乡 无家可归 抛乡离井
雍容大度 雍容华贵 雍荣华贵 鹄峙鸾停 凤叹虎视
三家村 穷巷陋室 竹篱茅舍 仅容旋马 蓬门筚户
心口相应 心口如一 言行相符 口诵心维 言行相副
偷闲躲静 超然自逸 超然自得 超凡出世 斋心涤虑
攘攘熙熙 九衢三市 熙来攘往 攘来熙往 巷议街谈
心直嘴快 开口见胆 谈吐风生 心直口快 嘴直心快
一室生春 心满意得 怡然自若 开眉展眼 烘堂大笑
拔树撼山 大声疾呼 声振屋瓦 拽巷逻街 拽巷攞街
爱不忍释 爱不释手 乐而不厌 心向往之 一往情深
推诚布公 正直无邪 众目昭彰 公明正大 正名定分
一偏之见 见仁见智 见智见仁 一隅之见 和而不唱
一高二低 递胜递负 成败得失 得失成败 是非得失
不愧下学 耻居人下 赔身下气 不自满假 贵人贱己
流落江湖 造次颠沛 在陈之厄 牛衣岁月 囊匣如洗
铸甲销戈 振兵释旅 弃甲倒戈 振兵泽旅 铸剑为犁
高斋学士 玉叶金枝 岗头泽底 张王李赵 龙雏凤种
负气含灵 爆跳如雷 瞋目扼腕 咆哮如雷 雷嗔电怒
消愁释愦 消愁解闷 排忧解难 安心乐业 解纷排难
石火风烛 石火风灯 昙花一现 坑灰未冷 呼吸之间
铜心铁胆 金声玉色 钢浇铁铸 铁面枪牙 不拔之志
大张声势 成名成家 人多势众 大肆宣传 游光扬声
刑期无刑 深文曲折 以杀止杀 以杀去杀 深文周内
以法为教 刑期无刑 违条犯法 学以致用 遭时定制
暮夜无知 冥昭瞢闇 黑灯下火 没颠没倒 黑灯瞎火
诲人不惓 诲人不倦 逊志时敏 谆谆不倦 谆谆善诱
燕市悲歌 落月屋梁 暮云春树 春树暮云 驿使梅花
马腹逃鞭 蒙混过关 文过遂非 避迹藏时 东躲西藏
负义忘恩 忘情负义 负恩忘义 忘恩背义 忘恩失义
闭门扫轨 闭门不纳 不容置喙 闭门扫迹 闭门却轨
久历风尘 艰难曲折 饱经忧患 万苦千辛 千辛万苦
有鼻子有眼 铁嘴钢牙 告往知来 指事类情 肌劈理解
艰难困苦 如蹈水火 狼艰狈蹶 啮雪餐毡 若涉渊水
三百六十行 三十六行 贩夫贩妇 九行八业 七十二行
枝布叶分 枝流叶布 枝分叶散 人丁兴旺 连州跨郡
铁板铜弦 雄深雅健 海立云垂 徜徉恣肆 云涌风飞
深得人心 众口交赞 齿颊挂人 时望所归 众所共知
不忙不暴 宽以待人 平心静气 心平气和 平心易气
不得已而为之 如之奈何 计无付之 计无复之 如此而已
嗒然若丧 心低意沮 咄咄书空 没精打彩 萎糜不振
自得其乐 乐在其中 陶然自得 心满意得 助人为乐
进退中绳 进退应矩 进退有常 进退履绳 进退有节
负俗之累 负俗之讥 人言啧啧 当场出丑 世俗之见
出言有章 正色敢言 谠论侃侃 直言无隐 直言勿讳
汲汲皇皇 形色仓皇 急痛攻心 巴巴劫劫 气喘吁吁
椎天抢地 捶胸顿脚 捶胸跌脚 捶胸跌足 呕心抽肠
晓以大义 晓以利害 觉人觉世 通文达理 化民成俗
身无立锥 置锥之地 立锥之地 挂席为门 蜂窠蚁穴
乾端坤倪 干端坤倪 河清社鸣 白鱼赤乌 觉人觉世
放达不羁 跅弛不羁 应变无方 自由放任 不名一格
兰质薰心 兰质熏心 林下风度 窈窕淑女 温文儒雅
决命争首 尽力而为 全力以赴 争名夺利 鼓脑争头
丰亨豫大 骑驴倒堕 民熙物阜 花攒锦簇 民富国强
戴头识脸 自我表现 出头露面 纡青拖紫 显山露水
推本溯源 攻瑕索垢 挑么挑六 收残缀轶 披毛求疵
拊心泣血 椎胸顿足 叩心泣血 凄入肝脾 剖肝泣血
响彻云际 响彻云表 裂石穿云 声振林木 游响停云
悬崖转石 火然泉达 一日千丈 疾风迅雷 黄尘清水
蜂房蚁穴 各就各位 各取所需 蹠狗吠尧 跖狗吠尧
月落星沉 河斜月落 河倾月落 兔起乌沉 月落参横
无以复加 事不有余 关门落闩 至高无上 十二万分
以战养战 常胜将军 行兵布阵 行师动众 北门之寄
血风肉雨 鸷击狼噬 剥皮抽筋 刀光血影 惨无人理
酒阑人散 接风洗尘 醉酒饱德 摇席破座 杯茗之敬
分厘毫丝 刻画入微 无微不至 分丝析缕 察察而明
自讨苦吃 苦中作乐 自诒伊戚 庸人自扰 披毛求疵
拜鬼求神 求福禳灾 握粟出卜 趋吉避凶 避凶趋吉
渔人得利 渔翁得利 一面之词 惹事生非 是非口舌
连州跨郡 广土众民 布天盖地 四山五岳 千汇万状
壮发冲冠 壮气吞牛 拏风跃云 汪洋自恣 气势磅礴
久历风尘 饱经忧患 万苦千辛 千辛万苦 苦难深重
倚傍门户 弃逆归顺 束戈卷甲 舍己从人 弃甲投戈
平步登天 青霄直上 竿头直上 声誉鹊起 一岁三迁
春和景明 莺飞草长 春暖花香 红情绿意 花红柳绿
骈门连室 车载船装 成千上万 总总林林 烟霏雾集
指南攻北 众口一词 攻城掠地 众啄同音 一辞同轨
流落江湖 流离颠顿 流离颠痜 狼艰狈蹶 啮雪餐毡
自愧弗如 计过自讼 痛悔前非 自愧不如 千恩万谢
大张其词 大肆宣传 扬铃打鼓 大张声势 敲锣放砲
精明强干 精明能干 从容自如 应变无方 运掉自如
悬若日月 炳如日星 画意诗情 诗情画意 浩气长存
丰功盛烈 丘山之功 丰功伟绩 不赏之功 鱼跃龙门
龙骧凤矫 凤翥龙翔 舞凤飞龙 龙腾虎跃 凤翥龙蟠
三复白圭 言不顾行 言行相顾 言不及行 行不副言
表里相依 痛痒相关 河同水密 鱼水深情 以胶投漆
自我作故 自我作古 吾自有处 超世之才 一空依傍
丰亨豫大 骑驴倒堕 太平盛世 家道从容 肥甘轻暖
极寿无疆 青山不老 千古不朽 并存不悖 没世不渝
欲扬先抑 诱掖奖劝 按行自抑 谨本详始 去甚去泰
以卵敌石 以石投卵 卵与石斗 若卵投石 泰山压卵
泥菩萨过江 自救不暇 孤立寡与 束手就困 无计奈何
披红戴花 鸣玉曳履 黼衣方领 纡青拖紫 翠围珠绕
云消雨散 事往日迁 时移世异 云飞雨散 事过情迁
天凝地闭 天寒地冻 寒风侵肌 冰天雪窖 山寒水冷
含血喷人 造言生事 罗织罪名 造言捏词 砌词捏控
去粗取精 涤故更新 澄沙汰砾 栉垢爬痒 洗手不干
矢志不移 誓死不渝 矢忠不二 誓死不屈 誓天指日
散带衡门 披发入山 凿坏以遁 东山高卧 高卧东山
博学多才 多见广识 才高识远 高才远识 学富才高
惟妙惟肖 惟肖惟妙 绘影绘声 绘声绘影 唯妙唯肖
无情无绪 兴致索然 终成泡影 心灰意冷 百无聊赖
铢累寸积 钻山塞海 累足成步 菱角磨作鸡头 久经风霜
宾客如云 宾客盈门 灯火辉煌 熙来攘往 攘来熙往
图财害命 谋财害命 明抢暗偷 乘机打劫 暴取豪夺
一拥而入 铺天盖地 势不可挡 蜂拥而上 挨山塞海
分毫不爽 不爽毫发 锱铢不爽 一毫不差 无所顾惮
两小无猜 无所畏忌 融洽无间 无所忌讳 欢若平生
救饥拯溺 救困扶危 救死扶危 振穷恤贫 扶危救困
兰质蕙心 花颜月貌 瑶林琼树 章台杨柳 杏脸桃腮
